;data;preco
2763;2015-06-07;62,78
2764;2015-06-06;63,14
2765;2015-06-05;62,87
2766;2015-06-04;60,34
2767;2015-06-03;62,78
2768;2015-06-02;63,16
2769;2015-06-01;60,12
2770;2015-05-31;61,35
2771;2015-05-30;61,65
2772;2015-05-29;64,52
2773;2015-05-28;60,12
2774;2015-05-27;61,35
2775;2015-05-26;64,70
2776;2015-05-25;64,70
2777;2015-05-24;63,52
2778;2015-05-23;63,48
2779;2015-05-22;65,15
2780;2015-05-21;64,70
2781;2015-05-20;63,52
2782;2015-05-19;64,69
2783;2015-05-18;65,58
2784;2015-05-17;66,33
2785;2015-05-16;65,09
2786;2015-05-15;62,82
2787;2015-05-14;65,58
2788;2015-05-13;66,33
2789;2015-05-12;63,82
2790;2015-05-11;64,93
2791;2015-05-10;66,22
2792;2015-05-09;65,44
2793;2015-05-08;64,62
2794;2015-05-07;64,93
2795;2015-05-06;66,22
2796;2015-05-05;64,13
2797;2015-05-04;63,90
2798;2015-05-03;63,97
2799;2015-05-02;62,61
2800;2015-05-01;62,86
2801;2015-04-30;63,90
2802;2015-04-29;63,97
2803;2015-04-28;62,96
2804;2015-04-27;62,66
2805;2015-04-26;60,12
2806;2015-04-25;60,12
2807;2015-04-24;61,20
2808;2015-04-23;62,66
2809;2015-04-22;60,12
2810;2015-04-21;61,31
2811;2015-04-20;60,13
2812;2015-04-19;59,32
2813;2015-04-18;57,69
2814;2015-04-17;57,14
2815;2015-04-16;60,13
2816;2015-04-15;59,32
2817;2015-04-14;56,82
2818;2015-04-13;56,04
2819;2015-04-12;56,42
2820;2015-04-11;57,55
2821;2015-04-10;55,73
2822;2015-04-09;56,04
2823;2015-04-08;56,42
2824;2015-04-07;55,73
2825;2015-04-06;55,73
2826;2015-04-05;55,73
2827;2015-04-04;53,69
2828;2015-04-03;53,99
2829;2015-04-02;55,73
2830;2015-04-01;55,73
2831;2015-03-31;56,44
2832;2015-03-30;57,02
2833;2015-03-29;54,18
2834;2015-03-28;53,61
2835;2015-03-27;53,82
2836;2015-03-26;57,02
2837;2015-03-25;54,18
2838;2015-03-24;53,88
2839;2015-03-23;52,96
2840;2015-03-22;52,59
2841;2015-03-21;52,17
2842;2015-03-20;52,00
2843;2015-03-19;52,96
2844;2015-03-18;52,59
2845;2015-03-17;54,80
2846;2015-03-16;56,66
2847;2015-03-15;56,46
2848;2015-03-14;55,95
2849;2015-03-13;58,67
2850;2015-03-12;56,66
2851;2015-03-11;56,46
2852;2015-03-10;59,15
2853;2015-03-09;60,33
2854;2015-03-08;59,18
2855;2015-03-07;61,18
2856;2015-03-06;60,75
2857;2015-03-05;60,33
2858;2015-03-04;59,18
2859;2015-03-03;61,89
2860;2015-03-02;61,39
2861;2015-03-01;59,77
2862;2015-02-28;60,33
2863;2015-02-27;59,78
2864;2015-02-26;61,39
2865;2015-02-25;59,77
2866;2015-02-24;60,99
2867;2015-02-23;58,78
2868;2015-02-22;60,72
2869;2015-02-21;60,78
2870;2015-02-20;61,57
2871;2015-02-19;58,78
2872;2015-02-18;60,72
2873;2015-02-17;60,33
2874;2015-02-16;56,23
2875;2015-02-15;53,48
2876;2015-02-14;55,79
2877;2015-02-13;57,00
2878;2015-02-12;56,23
2879;2015-02-11;53,48
2880;2015-02-10;55,88
2881;2015-02-09;55,98
2882;2015-02-08;55,07
2883;2015-02-07;54,41
2884;2015-02-06;51,74
2885;2015-02-05;55,98
2886;2015-02-04;55,07
2887;2015-02-03;47,52
2888;2015-02-02;46,61
2889;2015-02-01;47,07
2890;2015-01-31;46,55
2891;2015-01-30;46,07
2892;2015-01-29;46,61
2893;2015-01-28;47,07
2894;2015-01-27;46,69
2895;2015-01-26;46,09
2896;2015-01-25;46,50
2897;2015-01-24;46,49
2898;2015-01-23;46,69
2899;2015-01-22;46,09
2900;2015-01-21;46,50
2901;2015-01-20;47,38
2902;2015-01-19;47,66
2903;2015-01-18;45,82
2904;2015-01-17;45,13
2905;2015-01-16;46,90
2906;2015-01-15;47,66
2907;2015-01-14;45,82
2908;2015-01-13;47,64
2909;2015-01-12;49,43
2910;2015-01-11;49,06
2911;2015-01-10;50,12
2912;2015-01-09;51,08
2913;2015-01-08;49,43
2914;2015-01-07;49,06
2915;2015-01-06;55,38
2916;2015-01-05;55,27
2917;2015-01-04;55,27
2918;2015-01-03;55,60
2919;2015-01-02;57,86
2920;2015-01-01;55,27
2921;2014-12-31;55,27
2922;2014-12-30;58,72
2923;2014-12-29;57,86
2924;2014-12-28;58,67
2925;2014-12-27;59,07
2926;2014-12-26;58,31
2927;2014-12-24;58,67
2928;2014-12-23;58,87
2929;2014-12-22;58,81
2930;2014-12-21;59,84
2931;2014-12-20;60,26
2932;2014-12-19;61,09
2933;2014-12-18;58,81
2934;2014-12-17;59,84
2935;2014-12-16;61,67
2936;2014-12-15;63,65
2937;2014-12-14;63,32
2938;2014-12-13;66,11
2939;2014-12-12;65,64
2940;2014-12-11;63,65
2941;2014-12-10;63,32
2942;2014-12-09;68,00
2943;2014-12-08;68,48
2944;2014-12-07;70,13
2945;2014-12-06;71,13
2946;2014-12-05;70,87
2947;2014-12-04;68,48
2948;2014-12-03;70,13
2949;2014-12-02;71,89
2950;2014-12-01;70,87
2951;2014-11-30;77,39
2952;2014-11-29;77,62
2953;2014-11-28;79,62
2954;2014-11-26;77,39
2955;2014-11-25;79,20
2956;2014-11-24;77,61
2957;2014-11-23;77,21
2958;2014-11-22;77,23
2959;2014-11-21;76,86
2960;2014-11-20;77,61
2961;2014-11-19;77,21
2962;2014-11-18;77,51
2963;2014-11-17;77,74
2964;2014-11-16;80,42
2965;2014-11-15;80,94
2966;2014-11-14;82,90
2967;2014-11-13;77,74
2968;2014-11-12;80,42
2969;2014-11-11;83,20
2970;2014-11-10;82,08
2971;2014-11-09;82,88
2972;2014-11-08;82,12
2973;2014-11-07;84,90
2974;2014-11-06;82,08
2975;2014-11-05;82,88
2976;2014-11-04;84,17
2977;2014-11-03;85,50
2978;2014-11-02;86,91
2979;2014-11-01;85,57
2980;2014-10-31;85,64
2981;2014-10-30;85,50
2982;2014-10-29;86,91
2983;2014-10-28;86,00
2984;2014-10-27;85,94
2985;2014-10-26;86,38
2986;2014-10-25;85,17
2987;2014-10-24;84,42
2988;2014-10-23;85,94
2989;2014-10-22;86,38
2990;2014-10-21;85,27
2991;2014-10-20;84,02
2992;2014-10-19;84,02
2993;2014-10-18;86,36
2994;2014-10-17;87,82
2995;2014-10-16;84,02
2996;2014-10-15;84,02
2997;2014-10-14;88,66
2998;2014-10-13;90,47
2999;2014-10-12;90,25
3000;2014-10-11;90,90
3001;2014-10-10;90,65
3002;2014-10-09;90,47
3003;2014-10-08;90,25
3004;2014-10-07;90,80
3005;2014-10-06;91,29
3006;2014-10-05;94,57
3007;2014-10-04;94,67
3008;2014-10-03;95,70
3009;2014-10-02;91,29
3010;2014-10-01;94,57
3011;2014-09-30;95,08
3012;2014-09-29;95,20
3013;2014-09-28;94,53
3014;2014-09-27;94,87
3015;2014-09-26;95,37
3016;2014-09-25;95,20
3017;2014-09-24;94,53
3018;2014-09-23;96,75
3019;2014-09-22;96,82
3020;2014-09-21;97,70
3021;2014-09-20;97,39
3022;2014-09-19;96,43
3023;2014-09-18;96,82
3024;2014-09-17;97,70
3025;2014-09-16;96,31
3026;2014-09-15;96,42
3027;2014-09-14;96,26
3028;2014-09-13;98,08
3029;2014-09-12;99,53
3030;2014-09-11;96,42
3031;2014-09-10;96,26
3032;2014-09-09;99,51
3033;2014-09-08;101,21
3034;2014-09-07;100,88
3035;2014-09-06;100,21
3036;2014-09-05;99,51
3037;2014-09-04;101,21
3038;2014-09-03;100,88
3039;2014-09-02;101,12
3040;2014-09-01;100,71
3041;2014-08-31;100,40
3042;2014-08-30;100,50
3043;2014-08-29;100,49
3044;2014-08-28;100,71
3045;2014-08-27;100,40
3046;2014-08-26;100,09
3047;2014-08-25;100,28
3048;2014-08-24;99,92
3049;2014-08-23;99,74
3050;2014-08-22;99,37
3051;2014-08-21;100,28
3052;2014-08-20;99,92
3053;2014-08-19;101,13
3054;2014-08-18;101,15
3055;2014-08-17;102,27
3056;2014-08-16;101,68
3057;2014-08-15;103,47
3058;2014-08-14;101,15
3059;2014-08-13;102,27
3060;2014-08-12;103,36
3061;2014-08-11;104,02
3062;2014-08-10;104,17
3063;2014-08-09;102,82
3064;2014-08-08;103,63
3065;2014-08-07;104,02
3066;2014-08-06;104,17
3067;2014-08-05;103,45
3068;2014-08-04;104,94
3069;2014-08-03;106,47
3070;2014-08-02;106,98
3071;2014-08-01;106,70
3072;2014-07-31;104,94
3073;2014-07-30;106,47
3074;2014-07-29;106,89
3075;2014-07-28;105,78
3076;2014-07-27;106,85
3077;2014-07-26;106,48
3078;2014-07-25;105,71
3079;2014-07-24;105,78
3080;2014-07-23;106,85
3081;2014-07-22;106,03
3082;2014-07-21;106,04
3083;2014-07-20;105,41
3084;2014-07-19;104,73
3085;2014-07-18;104,73
3086;2014-07-17;106,04
3087;2014-07-16;105,41
3088;2014-07-15;105,77
3089;2014-07-14;106,20
3090;2014-07-13;106,84
3091;2014-07-12;107,65
3092;2014-07-11;108,70
3093;2014-07-10;106,20
3094;2014-07-09;106,84
3095;2014-07-08;107,65
3096;2014-07-07;108,98
3097;2014-07-06;110,18
3098;2014-07-05;110,84
3099;2014-07-04;111,03
3100;2014-07-03;108,98
3101;2014-07-02;110,18
3102;2014-07-01;112,62
3103;2014-06-30;112,61
3104;2014-06-29;112,84
3105;2014-06-28;113,74
3106;2014-06-27;113,62
3107;2014-06-26;112,61
3108;2014-06-25;112,84
3109;2014-06-24;114,55
3110;2014-06-23;115,19
3111;2014-06-22;114,25
3112;2014-06-21;114,02
3113;2014-06-20;113,42
3114;2014-06-19;115,19
3115;2014-06-18;114,25
3116;2014-06-17;113,15
3117;2014-06-16;112,18
3118;2014-06-15;109,83
3119;2014-06-14;109,18
3120;2014-06-13;110,55
3121;2014-06-12;112,18
3122;2014-06-11;109,83
3123;2014-06-10;109,21
3124;2014-06-09;108,43
3125;2014-06-08;109,07
3126;2014-06-07;108,87
3127;2014-06-06;109,34
3128;2014-06-05;108,43
3129;2014-06-04;109,07
3130;2014-06-03;109,21
3131;2014-06-02;109,98
3132;2014-06-01;109,09
3133;2014-05-31;109,81
3134;2014-05-30;110,01
3135;2014-05-29;109,98
3136;2014-05-28;109,09
3137;2014-05-27;110,19
3138;2014-05-26;110,89
3139;2014-05-25;111,32
3140;2014-05-24;110,35
3141;2014-05-23;110,84
3142;2014-05-22;110,89
3143;2014-05-21;111,32
3144;2014-05-20;110,90
3145;2014-05-19;109,74
3146;2014-05-18;109,87
3147;2014-05-17;108,78
3148;2014-05-16;108,37
3149;2014-05-15;109,74
3150;2014-05-14;109,87
3151;2014-05-13;108,26
3152;2014-05-12;108,19
3153;2014-05-11;108,17
3154;2014-05-10;108,30
3155;2014-05-09;109,48
3156;2014-05-08;108,19
3157;2014-05-07;108,17
3158;2014-05-06;109,48
3159;2014-05-05;108,63
3160;2014-05-04;108,63
3161;2014-05-03;109,89
3162;2014-05-02;109,12
3163;2014-05-01;108,63
3164;2014-04-30;108,63
3165;2014-04-29;109,53
3166;2014-04-28;109,79
3167;2014-04-27;108,48
3168;2014-04-26;108,54
3169;2014-04-25;109,69
3170;2014-04-24;109,79
3171;2014-04-23;108,48
3172;2014-04-22;108,54
3173;2014-04-21;109,79
3174;2014-04-20;109,71
3175;2014-04-19;109,10
3176;2014-04-18;107,68
3177;2014-04-17;109,79
3178;2014-04-16;109,71
3179;2014-04-15;107,34
3180;2014-04-14;107,10
3181;2014-04-13;107,39
3182;2014-04-12;105,83
3183;2014-04-11;104,89
3184;2014-04-10;107,10
3185;2014-04-09;107,39
3186;2014-04-08;106,41
3187;2014-04-07;104,88
3188;2014-04-06;103,37
3189;2014-04-05;105,70
3190;2014-04-04;105,95
3191;2014-04-03;104,88
3192;2014-04-02;103,37
3193;2014-04-01;106,64
3194;2014-03-31;106,58
3195;2014-03-30;105,90
3196;2014-03-29;107,01
3197;2014-03-28;106,59
3198;2014-03-27;106,58
3199;2014-03-26;105,90
3200;2014-03-25;107,20
3201;2014-03-24;105,73
3202;2014-03-23;105,95
3203;2014-03-22;106,79
3204;2014-03-21;106,99
3205;2014-03-20;105,73
3206;2014-03-19;105,95
3207;2014-03-18;108,08
3208;2014-03-17;107,48
3209;2014-03-16;107,88
3210;2014-03-15;108,35
3211;2014-03-14;108,27
3212;2014-03-13;107,48
3213;2014-03-12;107,88
3214;2014-03-11;109,14
3215;2014-03-10;107,99
3216;2014-03-09;108,15
3217;2014-03-08;109,17
3218;2014-03-07;111,26
3219;2014-03-06;107,99
3220;2014-03-05;108,15
3221;2014-03-04;108,98
3222;2014-03-03;108,54
3223;2014-03-02;109,39
3224;2014-03-01;109,19
3225;2014-02-28;109,76
3226;2014-02-27;108,54
3227;2014-02-26;109,39
3228;2014-02-25;109,03
3229;2014-02-24;109,42
3230;2014-02-23;110,37
3231;2014-02-22;110,14
3232;2014-02-21;109,03
3233;2014-02-20;109,42
3234;2014-02-19;110,37
3235;2014-02-18;108,63
3236;2014-02-17;108,98
3237;2014-02-16;108,62
3238;2014-02-15;109,21
3239;2014-02-14;110,18
3240;2014-02-13;108,98
3241;2014-02-12;108,62
3242;2014-02-11;110,12
3243;2014-02-10;108,15
3244;2014-02-09;106,81
3245;2014-02-08;107,04
3246;2014-02-07;106,55
3247;2014-02-06;108,15
3248;2014-02-05;106,81
3249;2014-02-04;108,16
3250;2014-02-03;109,36
3251;2014-02-02;108,83
3252;2014-02-01;109,10
3253;2014-01-31;108,72
3254;2014-01-30;109,36
3255;2014-01-29;108,83
3256;2014-01-28;109,14
3257;2014-01-27;109,69
3258;2014-01-26;109,69
3259;2014-01-25;109,17
3260;2014-01-24;108,01
3261;2014-01-23;109,69
3262;2014-01-22;109,69
3263;2014-01-21;108,45
3264;2014-01-20;107,46
3265;2014-01-19;108,09
3266;2014-01-18;107,12
3267;2014-01-17;108,02
3268;2014-01-16;107,46
3269;2014-01-15;108,09
3270;2014-01-14;106,44
3271;2014-01-13;107,49
3272;2014-01-12;107,42
3273;2014-01-11;107,01
3274;2014-01-10;106,71
3275;2014-01-09;107,49
3276;2014-01-08;107,42
3277;2014-01-07;106,57
3278;2014-01-06;107,94
3279;2014-01-04;109,95
3280;2014-01-03;110,47
3281;2014-01-02;107,94
3282;2013-12-31;112,06
3283;2013-12-30;111,65
3284;2013-12-28;111,57
3285;2013-12-27;111,58
3286;2013-12-26;111,65
3287;2013-12-24;112,15
3288;2013-12-23;110,78
3289;2013-12-22;109,56
3290;2013-12-21;108,91
3291;2013-12-20;110,30
3292;2013-12-19;110,78
3293;2013-12-18;109,56
3294;2013-12-17;108,08
3295;2013-12-16;108,99
3296;2013-12-15;109,47
3297;2013-12-14;108,91
3298;2013-12-13;110,07
3299;2013-12-12;108,99
3300;2013-12-11;109,47
3301;2013-12-10;111,50
3302;2013-12-09;112,07
3303;2013-12-08;113,27
3304;2013-12-07;113,06
3305;2013-12-06;111,49
3306;2013-12-05;112,07
3307;2013-12-04;113,27
3308;2013-12-03;111,07
3309;2013-12-02;111,49
3310;2013-12-01;111,32
3311;2013-11-30;112,04
3312;2013-11-29;110,83
3313;2013-11-27;111,32
3314;2013-11-26;111,36
3315;2013-11-25;109,90
3316;2013-11-24;108,27
3317;2013-11-23;108,29
3318;2013-11-22;108,80
3319;2013-11-21;109,90
3320;2013-11-20;108,27
3321;2013-11-19;108,25
3322;2013-11-18;108,29
3323;2013-11-17;106,90
3324;2013-11-16;106,29
3325;2013-11-15;105,76
3326;2013-11-14;108,29
3327;2013-11-13;106,90
3328;2013-11-12;104,29
3329;2013-11-11;103,08
3330;2013-11-10;105,46
3331;2013-11-09;105,01
3332;2013-11-08;104,85
3333;2013-11-07;103,08
3334;2013-11-06;105,46
3335;2013-11-05;105,78
3336;2013-11-04;107,53
3337;2013-11-03;108,41
3338;2013-11-02;108,04
3339;2013-11-01;108,29
3340;2013-10-31;107,53
3341;2013-10-30;108,41
3342;2013-10-29;105,70
3343;2013-10-28;106,63
3344;2013-10-27;107,74
3345;2013-10-26;109,57
3346;2013-10-25;109,47
3347;2013-10-24;106,63
3348;2013-10-23;107,74
3349;2013-10-22;109,57
3350;2013-10-21;109,55
3351;2013-10-20;110,79
3352;2013-10-19;110,67
3353;2013-10-18;110,13
3354;2013-10-17;109,55
3355;2013-10-16;110,79
3356;2013-10-15;110,65
3357;2013-10-14;111,63
3358;2013-10-13;109,02
3359;2013-10-12;110,56
3360;2013-10-11;109,66
3361;2013-10-10;111,63
3362;2013-10-09;109,02
3363;2013-10-08;109,42
3364;2013-10-07;109,49
3365;2013-10-06;109,09
3366;2013-10-05;107,32
3367;2013-10-04;107,85
3368;2013-10-03;109,49
3369;2013-10-02;109,09
3370;2013-10-01;109,45
3371;2013-09-30;108,86
3372;2013-09-29;109,46
3373;2013-09-28;107,68
3374;2013-09-27;108,56
3375;2013-09-26;108,86
3376;2013-09-25;109,46
3377;2013-09-24;110,22
3378;2013-09-23;110,66
3379;2013-09-22;109,09
3380;2013-09-21;109,05
3381;2013-09-20;110,86
3382;2013-09-19;110,66
3383;2013-09-18;109,09
3384;2013-09-17;113,31
3385;2013-09-16;113,11
3386;2013-09-15;112,37
3387;2013-09-14;112,10
3388;2013-09-13;115,20
3389;2013-09-12;113,11
3390;2013-09-11;112,37
3391;2013-09-10;117,15
3392;2013-09-09;115,81
3393;2013-09-08;115,65
3394;2013-09-07;115,49
3395;2013-09-06;117,15
3396;2013-09-05;115,81
3397;2013-09-04;115,65
3398;2013-09-03;115,97
3399;2013-09-02;116,91
3400;2013-09-01;116,27
3401;2013-08-31;115,21
3402;2013-08-30;112,23
3403;2013-08-29;116,91
3404;2013-08-28;116,27
3405;2013-08-27;112,12
3406;2013-08-26;110,51
3407;2013-08-25;110,82
3408;2013-08-24;110,74
3409;2013-08-23;111,41
3410;2013-08-22;110,51
3411;2013-08-21;110,82
3412;2013-08-20;111,82
3413;2013-08-19;111,58
3414;2013-08-18;110,26
3415;2013-08-17;110,69
3416;2013-08-16;109,28
3417;2013-08-15;111,58
3418;2013-08-14;110,26
3419;2013-08-13;108,49
3420;2013-08-12;107,32
3421;2013-08-11;108,39
3422;2013-08-10;108,77
3423;2013-08-09;109,81
3424;2013-08-08;107,32
3425;2013-08-07;108,39
3426;2013-08-06;109,63
3427;2013-08-05;109,94
3428;2013-08-04;107,89
3429;2013-08-03;107,47
3430;2013-08-02;108,10
3431;2013-08-01;109,94
3432;2013-07-31;107,89
3433;2013-07-30;107,57
3434;2013-07-29;108,10
3435;2013-07-28;108,23
3436;2013-07-27;109,27
3437;2013-07-26;108,82
3438;2013-07-25;108,10
3439;2013-07-24;108,23
3440;2013-07-23;109,34
3441;2013-07-22;109,71
3442;2013-07-21;109,67
3443;2013-07-20;109,29
3444;2013-07-19;109,05
3445;2013-07-18;109,71
3446;2013-07-17;109,67
3447;2013-07-16;109,03
3448;2013-07-15;108,18
3449;2013-07-14;108,43
3450;2013-07-13;107,90
3451;2013-07-12;107,75
3452;2013-07-11;108,18
3453;2013-07-10;108,43
3454;2013-07-09;107,46
3455;2013-07-08;107,75
3456;2013-07-07;106,12
3457;2013-07-06;103,96
3458;2013-07-05;103,19
3459;2013-07-03;106,12
3460;2013-07-02;102,49
3461;2013-07-01;102,74
3462;2013-06-30;100,62
3463;2013-06-29;101,51
3464;2013-06-28;99,80
3465;2013-06-27;102,74
3466;2013-06-26;100,62
3467;2013-06-25;100,36
3468;2013-06-24;102,72
3469;2013-06-23;105,56
3470;2013-06-22;105,21
3471;2013-06-21;105,80
3472;2013-06-20;102,72
3473;2013-06-19;105,56
3474;2013-06-18;105,10
3475;2013-06-17;103,38
3476;2013-06-16;103,11
3477;2013-06-15;101,50
3478;2013-06-14;103,87
3479;2013-06-13;103,38
3480;2013-06-12;103,11
3481;2013-06-11;104,07
3482;2013-06-10;103,37
3483;2013-06-09;103,51
3484;2013-06-08;102,04
3485;2013-06-07;101,63
3486;2013-06-06;103,37
3487;2013-06-05;103,51
3488;2013-06-04;100,43
3489;2013-06-03;101,79
3490;2013-06-02;102,14
3491;2013-06-01;103,77
3492;2013-05-31;100,43
3493;2013-05-30;101,79
3494;2013-05-29;102,14
3495;2013-05-28;101,24
3496;2013-05-27;100,46
3497;2013-05-26;102,14
3498;2013-05-25;103,10
3499;2013-05-24;104,55
3500;2013-05-23;100,46
3501;2013-05-22;102,14
3502;2013-05-21;103,83
3503;2013-05-20;104,27
3504;2013-05-19;101,57
3505;2013-05-18;102,70
3506;2013-05-17;102,17
3507;2013-05-16;104,27
3508;2013-05-15;101,57
3509;2013-05-14;101,31
3510;2013-05-13;103,59
3511;2013-05-12;103,79
3512;2013-05-11;105,18
3513;2013-05-10;105,00
3514;2013-05-09;103,59
3515;2013-05-08;103,79
3516;2013-05-07;104,60
3517;2013-05-06;100,32
3518;2013-05-05;98,34
3519;2013-05-04;101,53
3520;2013-05-03;102,88
3521;2013-05-02;100,32
3522;2013-05-01;98,34
3523;2013-04-30;102,39
3524;2013-04-29;101,62
3525;2013-04-28;100,71
3526;2013-04-27;99,25
3527;2013-04-26;99,07
3528;2013-04-25;101,62
3529;2013-04-24;100,71
3530;2013-04-23;98,94
3531;2013-04-22;97,48
3532;2013-04-21;96,84
3533;2013-04-20;97,88
3534;2013-04-19;99,32
3535;2013-04-18;97,48
3536;2013-04-17;96,84
3537;2013-04-16;100,58
3538;2013-04-15;103,62
3539;2013-04-14;104,80
3540;2013-04-13;104,08
3541;2013-04-12;103,16
3542;2013-04-11;103,62
3543;2013-04-10;104,80
3544;2013-04-09;103,98
3545;2013-04-08;105,09
3546;2013-04-07;107,82
3547;2013-04-06;109,66
3548;2013-04-05;108,76
3549;2013-04-04;105,09
3550;2013-04-03;107,82
3551;2013-04-02;109,66
3552;2013-04-01;108,45
3553;2013-03-31;108,51
3554;2013-03-30;107,10
3555;2013-03-29;106,66
3556;2013-03-28;108,45
3557;2013-03-27;108,51
3558;2013-03-26;106,51
3559;2013-03-25;106,41
3560;2013-03-24;108,27
3561;2013-03-22;108,54
3562;2013-03-21;106,41
3563;2013-03-20;108,27
3564;2013-03-19;109,32
3565;2013-03-18;108,10
3566;2013-03-17;107,51
3567;2013-03-16;108,48
3568;2013-03-15;108,64
3569;2013-03-14;108,10
3570;2013-03-13;107,51
3571;2013-03-12;108,91
3572;2013-03-11;110,42
3573;2013-03-10;110,27
3574;2013-03-09;110,42
3575;2013-03-08;109,90
3576;2013-03-07;110,42
3577;2013-03-06;110,27
3578;2013-03-05;110,14
3579;2013-03-04;112,20
3580;2013-03-03;112,24
3581;2013-03-02;112,96
3582;2013-03-01;114,55
3583;2013-02-28;112,20
3584;2013-02-27;112,24
3585;2013-02-26;113,74
3586;2013-02-25;114,19
3587;2013-02-24;116,23
3588;2013-02-23;117,04
3589;2013-02-22;113,74
3590;2013-02-21;114,19
3591;2013-02-20;116,23
3592;2013-02-19;117,40
3593;2013-02-18;118,48
3594;2013-02-17;118,43
3595;2013-02-16;117,89
3596;2013-02-15;118,29
3597;2013-02-14;118,48
3598;2013-02-13;118,43
3599;2013-02-12;118,90
3600;2013-02-11;117,17
3601;2013-02-09;117,03
3602;2013-02-08;116,06
3603;2013-02-07;117,17
3604;2013-02-05;115,55
3605;2013-02-04;115,55
3606;2013-02-03;115,42
3607;2013-02-02;115,22
3608;2013-02-01;113,92
3609;2013-01-31;115,55
3610;2013-01-30;115,42
3611;2013-01-29;113,88
3612;2013-01-28;114,59
3613;2013-01-27;113,68
3614;2013-01-26;112,72
3615;2013-01-25;113,88
3616;2013-01-24;114,59
3617;2013-01-23;113,68
3618;2013-01-22;111,71
3619;2013-01-21;111,01
3620;2013-01-20;110,97
3621;2013-01-19;111,72
3622;2013-01-18;111,32
3623;2013-01-17;111,01
3624;2013-01-16;110,97
3625;2013-01-15;110,30
3626;2013-01-14;112,97
3627;2013-01-13;113,07
3628;2013-01-12;113,03
3629;2013-01-11;112,49
3630;2013-01-10;112,97
3631;2013-01-09;113,07
3632;2013-01-08;112,58
3633;2013-01-07;113,03
3634;2013-01-06;112,98
3635;2013-01-04;110,80
3636;2013-01-03;113,03
3637;2013-01-02;112,98
3638;2013-01-01;110,05
3639;2012-12-31;110,04
3640;2012-12-30;110,72
3641;2012-12-28;108,44
3642;2012-12-27;110,04
3643;2012-12-26;110,72
3644;2012-12-25;109,13
3645;2012-12-24;110,57
3646;2012-12-23;109,95
3647;2012-12-22;109,96
3648;2012-12-21;109,35
3649;2012-12-20;110,57
3650;2012-12-19;109,95
3651;2012-12-18;109,28
3652;2012-12-17;109,35
3653;2012-12-16;110,17
3654;2012-12-15;107,60
3655;2012-12-14;108,25
3656;2012-12-12;110,17
3657;2012-12-11;107,16
3658;2012-12-10;108,01
3659;2012-12-09;108,96
3660;2012-12-08;109,99
3661;2012-12-07;111,27
3662;2012-12-06;108,01
3663;2012-12-05;108,96
3664;2012-12-04;110,84
3665;2012-12-03;110,47
3666;2012-12-02;108,26
3667;2012-12-01;109,33
3668;2012-11-30;110,18
3669;2012-11-29;110,47
3670;2012-11-28;108,26
3671;2012-11-27;110,14
3672;2012-11-26;110,18
3673;2012-11-25;110,81
3674;2012-11-24;110,01
3675;2012-11-23;110,06
3676;2012-11-21;110,81
3677;2012-11-20;106,81
3678;2012-11-19;110,07
3679;2012-11-18;109,66
3680;2012-11-17;108,82
3681;2012-11-16;110,23
3682;2012-11-15;110,07
3683;2012-11-14;109,66
3684;2012-11-13;108,61
3685;2012-11-12;107,23
3686;2012-11-11;108,21
3687;2012-11-10;109,27
3688;2012-11-09;105,59
3689;2012-11-08;107,23
3690;2012-11-07;108,21
3691;2012-11-06;106,79
3692;2012-11-05;108,84
3693;2012-11-04;109,89
3694;2012-11-03;109,40
3695;2012-11-02;109,33
3696;2012-11-01;108,84
3697;2012-10-31;109,89
3698;2012-10-30;108,90
3699;2012-10-29;107,64
3700;2012-10-28;107,66
3701;2012-10-27;107,53
3702;2012-10-26;109,62
3703;2012-10-25;107,64
3704;2012-10-24;107,66
3705;2012-10-23;111,89
3706;2012-10-22;112,58
3707;2012-10-21;113,49
3708;2012-10-20;115,00
3709;2012-10-19;115,00
3710;2012-10-18;112,58
3711;2012-10-17;113,49
3712;2012-10-16;115,17
3713;2012-10-15;116,18
3714;2012-10-14;116,11
3715;2012-10-13;114,32
3716;2012-10-12;115,17
3717;2012-10-11;116,18
3718;2012-10-10;116,11
3719;2012-10-09;112,17
3720;2012-10-08;110,48
3721;2012-10-07;109,32
3722;2012-10-06;112,49
3723;2012-10-05;112,58
3724;2012-10-04;110,48
3725;2012-10-03;109,32
3726;2012-10-02;111,36
3727;2012-10-01;111,45
3728;2012-09-30;108,99
3729;2012-09-29;110,77
3730;2012-09-28;109,20
3731;2012-09-27;111,45
3732;2012-09-26;108,99
3733;2012-09-25;111,27
3734;2012-09-24;109,41
3735;2012-09-23;108,49
3736;2012-09-22;113,29
3737;2012-09-21;116,70
3738;2012-09-20;109,41
3739;2012-09-19;108,49
3740;2012-09-18;117,48
3741;2012-09-17;116,00
3742;2012-09-16;114,86
3743;2012-09-15;114,86
3744;2012-09-14;113,84
3745;2012-09-13;116,00
3746;2012-09-12;114,86
3747;2012-09-11;113,64
3748;2012-09-10;114,50
3749;2012-09-09;113,32
3750;2012-09-08;114,98
3751;2012-09-07;113,64
3752;2012-09-06;114,50
3753;2012-09-05;113,32
3754;2012-09-04;113,93
3755;2012-09-03;112,28
3756;2012-09-02;112,53
3757;2012-09-01;112,62
3758;2012-08-31;113,74
3759;2012-08-30;112,28
3760;2012-08-29;112,53
3761;2012-08-28;115,76
