;data;preco
5867;2006-11-02;56,26
5868;2006-11-01;56,37
5869;2006-10-31;57,99
5870;2006-10-30;58,76
5871;2006-10-29;58,79
5872;2006-10-28;56,56
5873;2006-10-27;56,56
5874;2006-10-26;58,76
5875;2006-10-25;58,79
5876;2006-10-24;57,94
5877;2006-10-23;57,74
5878;2006-10-22;58,51
5879;2006-10-21;60,13
5880;2006-10-20;58,22
5881;2006-10-19;57,74
5882;2006-10-18;58,51
5883;2006-10-17;58,97
5884;2006-10-16;57,87
5885;2006-10-15;57,75
5886;2006-10-14;57,80
5887;2006-10-13;59,25
5888;2006-10-12;57,87
5889;2006-10-11;57,75
5890;2006-10-10;56,90
5891;2006-10-09;57,93
5892;2006-10-08;55,82
5893;2006-10-07;56,28
5894;2006-10-06;58,80
5895;2006-10-05;57,93
5896;2006-10-04;55,82
5897;2006-10-03;59,09
5898;2006-10-02;60,68
5899;2006-10-01;57,60
5900;2006-09-30;58,53
5901;2006-09-29;57,89
5902;2006-09-28;60,68
5903;2006-09-27;57,60
5904;2006-09-26;58,81
5905;2006-09-25;59,27
5906;2006-09-24;59,09
5907;2006-09-23;62,52
5908;2006-09-22;61,47
5909;2006-09-21;59,27
5910;2006-09-20;59,09
5911;2006-09-19;60,23
5912;2006-09-18;60,75
5913;2006-09-17;61,28
5914;2006-09-16;62,23
5915;2006-09-15;62,41
5916;2006-09-14;60,75
5917;2006-09-13;61,28
5918;2006-09-12;64,30
5919;2006-09-11;64,52
5920;2006-09-10;65,41
5921;2006-09-09;65,94
5922;2006-09-08;68,62
5923;2006-09-07;64,52
5924;2006-09-06;65,41
5925;2006-09-05;70,49
5926;2006-09-04;67,66
5927;2006-09-03;67,15
5928;2006-09-02;67,01
5929;2006-09-01;69,44
5930;2006-08-31;67,66
5931;2006-08-30;67,15
5932;2006-08-29;72,58
5933;2006-08-28;71,40
5934;2006-08-27;71,12
5935;2006-08-26;72,06
5936;2006-08-25;72,42
5937;2006-08-24;71,40
5938;2006-08-23;71,12
5939;2006-08-22;71,30
5940;2006-08-21;70,42
5941;2006-08-20;72,67
5942;2006-08-19;73,57
5943;2006-08-18;73,78
5944;2006-08-17;70,42
5945;2006-08-16;72,67
5946;2006-08-15;75,19
5947;2006-08-14;75,69
5948;2006-08-13;78,26
5949;2006-08-12;77,93
5950;2006-08-11;77,82
5951;2006-08-10;75,69
5952;2006-08-09;78,26
5953;2006-08-08;76,53
5954;2006-08-07;76,28
5955;2006-08-06;77,63
5956;2006-08-05;76,39
5957;2006-08-04;74,75
5958;2006-08-03;76,28
5959;2006-08-02;77,63
5960;2006-08-01;73,95
5961;2006-07-31;75,36
5962;2006-07-30;73,76
5963;2006-07-29;72,49
5964;2006-07-28;72,09
5965;2006-07-27;75,36
5966;2006-07-26;73,76
5967;2006-07-25;72,96
5968;2006-07-24;72,56
5969;2006-07-23;71,62
5970;2006-07-22;75,32
5971;2006-07-21;75,12
5972;2006-07-20;72,56
5973;2006-07-19;71,62
5974;2006-07-18;76,13
5975;2006-07-17;75,23
5976;2006-07-16;73,04
5977;2006-07-15;73,14
5978;2006-07-14;72,39
5979;2006-07-13;75,23
5980;2006-07-12;73,04
5981;2006-07-11;74,14
5982;2006-07-10;73,12
5983;2006-07-09;72,88
5984;2006-07-08;73,17
5985;2006-07-07;73,94
5986;2006-07-06;73,12
5987;2006-07-05;72,88
5988;2006-07-04;73,20
5989;2006-07-03;73,02
5990;2006-07-02;71,76
5991;2006-07-01;71,26
5992;2006-06-30;69,85
5993;2006-06-29;73,02
5994;2006-06-28;71,76
5995;2006-06-27;69,91
5996;2006-06-26;69,60
5997;2006-06-25;68,17
5998;2006-06-24;67,57
5999;2006-06-23;66,40
6000;2006-06-22;69,60
6001;2006-06-21;68,17
6002;2006-06-20;65,01
6003;2006-06-19;66,04
6004;2006-06-18;65,52
6005;2006-06-17;65,67
6006;2006-06-16;68,62
6007;2006-06-15;66,04
6008;2006-06-14;65,52
6009;2006-06-13;69,13
6010;2006-06-12;65,76
6011;2006-06-11;67,17
6012;2006-06-10;68,25
6013;2006-06-09;69,13
6014;2006-06-08;65,76
6015;2006-06-07;67,17
6016;2006-06-06;68,42
6017;2006-06-05;68,77
6018;2006-06-04;67,57
6019;2006-06-03;69,82
6020;2006-06-02;69,16
6021;2006-06-01;68,77
6022;2006-05-31;67,57
6023;2006-05-30;69,88
6024;2006-05-29;68,51
6025;2006-05-28;68,45
6026;2006-05-27;68,97
6027;2006-05-26;66,52
6028;2006-05-25;68,51
6029;2006-05-24;68,45
6030;2006-05-23;66,93
6031;2006-05-22;67,39
6032;2006-05-21;67,52
6033;2006-05-20;68,66
6034;2006-05-19;68,69
6035;2006-05-18;67,39
6036;2006-05-17;67,52
6037;2006-05-16;71,30
6038;2006-05-15;72,20
6039;2006-05-14;69,83
6040;2006-05-13;70,60
6041;2006-05-12;68,26
6042;2006-05-11;72,20
6043;2006-05-10;69,83
6044;2006-05-09;71,22
6045;2006-05-08;71,84
6046;2006-05-07;73,73
6047;2006-05-06;74,45
6048;2006-05-05;73,37
6049;2006-05-04;71,84
6050;2006-05-03;73,73
6051;2006-05-02;72,15
6052;2006-05-01;71,79
6053;2006-04-30;73,46
6054;2006-04-29;72,86
6055;2006-04-28;73,96
6056;2006-04-27;71,79
6057;2006-04-26;73,46
6058;2006-04-25;73,94
6059;2006-04-24;72,57
6060;2006-04-23;72,69
6061;2006-04-22;70,97
6062;2006-04-21;73,94
6063;2006-04-20;72,57
6064;2006-04-19;72,69
6065;2006-04-18;70,97
6066;2006-04-17;69,39
6067;2006-04-16;69,54
6068;2006-04-15;68,52
6069;2006-04-14;68,20
6070;2006-04-13;69,39
6071;2006-04-12;69,54
6072;2006-04-11;67,11
6073;2006-04-10;67,58
6074;2006-04-09;66,74
6075;2006-04-08;65,93
6076;2006-04-07;67,28
6077;2006-04-06;67,58
6078;2006-04-05;66,74
6079;2006-04-04;66,06
6080;2006-04-03;65,95
6081;2006-04-02;64,88
6082;2006-04-01;64,31
6083;2006-03-31;62,59
6084;2006-03-30;65,95
6085;2006-03-29;64,88
6086;2006-03-28;62,78
6087;2006-03-27;61,76
6088;2006-03-26;61,23
6089;2006-03-25;59,96
6090;2006-03-24;62,30
6091;2006-03-23;61,76
6092;2006-03-22;61,23
6093;2006-03-21;63,54
6094;2006-03-20;62,07
6095;2006-03-19;63,12
6096;2006-03-18;62,39
6097;2006-03-17;60,99
6098;2006-03-16;62,07
6099;2006-03-15;63,12
6100;2006-03-14;59,04
6101;2006-03-13;58,82
6102;2006-03-12;58,42
6103;2006-03-11;59,79
6104;2006-03-10;61,41
6105;2006-03-09;58,82
6106;2006-03-08;58,42
6107;2006-03-07;62,69
6108;2006-03-06;62,27
6109;2006-03-05;61,12
6110;2006-03-04;59,78
6111;2006-03-03;59,44
6112;2006-03-02;62,27
6113;2006-03-01;61,12
6114;2006-02-28;60,13
6115;2006-02-27;58,71
6116;2006-02-26;58,71
6117;2006-02-25;59,35
6118;2006-02-24;60,05
6119;2006-02-23;58,71
6120;2006-02-22;58,71
6121;2006-02-21;58,34
6122;2006-02-20;56,78
6123;2006-02-19;57,67
6124;2006-02-18;58,27
6125;2006-02-17;59,16
6126;2006-02-16;56,78
6127;2006-02-15;57,67
6128;2006-02-14;59,66
6129;2006-02-13;60,70
6130;2006-02-12;60,82
6131;2006-02-11;61,64
6132;2006-02-10;63,32
6133;2006-02-09;60,70
6134;2006-02-08;60,82
6135;2006-02-07;62,54
6136;2006-02-06;63,49
6137;2006-02-05;65,64
6138;2006-02-04;63,19
6139;2006-02-03;65,14
6140;2006-02-02;63,49
6141;2006-02-01;65,64
6142;2006-01-31;64,95
6143;2006-01-30;62,93
6144;2006-01-29;62,61
6145;2006-01-28;63,82
6146;2006-01-27;64,56
6147;2006-01-26;62,93
6148;2006-01-25;62,61
6149;2006-01-24;64,92
6150;2006-01-23;63,64
6151;2006-01-22;63,60
6152;2006-01-21;63,22
6153;2006-01-20;62,34
6154;2006-01-19;63,64
6155;2006-01-18;63,60
6156;2006-01-17;61,58
6157;2006-01-16;62,95
6158;2006-01-15;61,54
6159;2006-01-14;62,32
6160;2006-01-13;62,51
6161;2006-01-12;62,95
6162;2006-01-11;61,54
6163;2006-01-10;62,43
6164;2006-01-09;61,68
6165;2006-01-08;61,25
6166;2006-01-07;61,51
6167;2006-01-06;62,43
6168;2006-01-05;61,68
6169;2006-01-04;61,25
6170;2006-01-03;58,34
6171;2006-01-02;57,72
6172;2006-01-01;56,91
6173;2005-12-30;56,54
6174;2005-12-29;57,72
6175;2005-12-28;56,91
6176;2005-12-27;56,28
6177;2005-12-26;57,30
6178;2005-12-25;56,05
6179;2005-12-24;56,08
6180;2005-12-23;56,09
6181;2005-12-22;57,30
6182;2005-12-21;56,05
6183;2005-12-20;58,11
6184;2005-12-19;59,67
6185;2005-12-18;59,59
6186;2005-12-17;59,16
6187;2005-12-16;57,23
6188;2005-12-15;59,67
6189;2005-12-14;59,59
6190;2005-12-13;57,18
6191;2005-12-12;56,26
6192;2005-12-11;55,17
6193;2005-12-10;55,68
6194;2005-12-09;56,05
6195;2005-12-08;56,26
6196;2005-12-07;55,17
6197;2005-12-06;54,91
6198;2005-12-05;53,65
6199;2005-12-04;53,25
6200;2005-12-03;53,24
6201;2005-12-02;52,91
6202;2005-12-01;53,65
6203;2005-11-30;53,25
6204;2005-11-29;53,15
6205;2005-11-28;53,41
6206;2005-11-27;53,73
6207;2005-11-26;54,21
6208;2005-11-25;53,36
6209;2005-11-24;53,41
6210;2005-11-23;53,73
6211;2005-11-22;52,84
6212;2005-11-21;53,80
6213;2005-11-20;53,68
6214;2005-11-19;54,45
6215;2005-11-18;54,10
6216;2005-11-17;53,80
6217;2005-11-16;53,68
6218;2005-11-15;54,30
6219;2005-11-14;55,85
6220;2005-11-13;57,71
6221;2005-11-12;57,89
6222;2005-11-11;58,19
6223;2005-11-10;55,85
6224;2005-11-09;57,71
6225;2005-11-08;60,48
6226;2005-11-07;59,55
6227;2005-11-06;58,53
6228;2005-11-05;56,69
6229;2005-11-04;58,47
6230;2005-11-03;59,55
6231;2005-11-02;58,53
6232;2005-11-01;59,47
6233;2005-10-31;58,10
6234;2005-10-30;58,56
6235;2005-10-29;58,72
6236;2005-10-28;57,64
6237;2005-10-27;58,10
6238;2005-10-26;58,56
6239;2005-10-25;56,94
6240;2005-10-24;57,04
6241;2005-10-23;58,13
6242;2005-10-22;58,85
6243;2005-10-21;59,81
6244;2005-10-20;57,04
6245;2005-10-19;58,13
6246;2005-10-18;58,45
6247;2005-10-17;59,48
6248;2005-10-16;59,91
6249;2005-10-15;58,10
6250;2005-10-14;57,01
6251;2005-10-13;59,48
6252;2005-10-12;59,91
6253;2005-10-11;57,29
6254;2005-10-10;57,20
6255;2005-10-09;59,33
6256;2005-10-08;59,17
6257;2005-10-07;61,64
6258;2005-10-06;57,20
6259;2005-10-05;59,33
6260;2005-10-04;61,70
6261;2005-10-03;62,02
6262;2005-10-02;62,81
6263;2005-10-01;62,56
6264;2005-09-30;61,73
6265;2005-09-29;62,02
6266;2005-09-28;62,81
6267;2005-09-27;62,17
6268;2005-09-26;64,64
6269;2005-09-25;64,31
6270;2005-09-24;62,98
6271;2005-09-23;64,04
6272;2005-09-22;64,64
6273;2005-09-21;64,31
6274;2005-09-20;60,48
6275;2005-09-19;61,90
6276;2005-09-18;61,70
6277;2005-09-17;61,31
6278;2005-09-16;60,69
6279;2005-09-15;61,90
6280;2005-09-14;61,70
6281;2005-09-13;62,62
6282;2005-09-12;61,66
6283;2005-09-11;63,60
6284;2005-09-10;64,16
6285;2005-09-09;64,16
6286;2005-09-08;61,66
6287;2005-09-07;63,60
6288;2005-09-06;65,95
6289;2005-09-05;66,79
6290;2005-09-04;66,80
6291;2005-09-03;66,15
6292;2005-09-02;64,77
6293;2005-09-01;66,79
6294;2005-08-31;66,80
6295;2005-08-30;66,23
6296;2005-08-29;65,88
6297;2005-08-28;65,25
6298;2005-08-27;65,16
6299;2005-08-26;65,87
6300;2005-08-25;65,88
6301;2005-08-24;65,25
6302;2005-08-23;64,21
6303;2005-08-22;61,75
6304;2005-08-21;63,41
6305;2005-08-20;65,10
6306;2005-08-19;66,68
6307;2005-08-18;61,75
6308;2005-08-17;63,41
6309;2005-08-16;67,26
6310;2005-08-15;65,90
6311;2005-08-14;63,77
6312;2005-08-13;62,79
6313;2005-08-12;62,56
6314;2005-08-11;65,90
6315;2005-08-10;63,77
6316;2005-08-09;60,73
6317;2005-08-08;60,62
6318;2005-08-07;60,04
6319;2005-08-06;60,13
6320;2005-08-05;60,56
6321;2005-08-04;60,62
6322;2005-08-03;60,04
6323;2005-08-02;59,77
6324;2005-08-01;58,28
6325;2005-07-31;58,34
6326;2005-07-30;58,58
6327;2005-07-29;57,51
6328;2005-07-28;58,28
6329;2005-07-27;58,34
6330;2005-07-26;56,98
6331;2005-07-25;55,59
6332;2005-07-24;56,39
6333;2005-07-23;56,75
6334;2005-07-22;56,25
6335;2005-07-21;55,59
6336;2005-07-20;56,39
6337;2005-07-19;56,98
6338;2005-07-18;56,79
6339;2005-07-17;58,33
6340;2005-07-16;58,95
6341;2005-07-15;56,10
6342;2005-07-14;56,79
6343;2005-07-13;58,33
6344;2005-07-12;59,00
6345;2005-07-11;57,55
6346;2005-07-10;58,38
6347;2005-07-09;57,86
6348;2005-07-08;57,13
6349;2005-07-07;57,55
6350;2005-07-06;58,38
6351;2005-07-05;56,41
6352;2005-07-04;55,36
6353;2005-07-03;55,42
6354;2005-07-02;57,75
6355;2005-07-01;58,50
6356;2005-06-30;55,36
6357;2005-06-29;55,42
6358;2005-06-28;57,21
6359;2005-06-27;57,03
6360;2005-06-26;56,06
6361;2005-06-25;57,36
6362;2005-06-24;57,10
6363;2005-06-23;57,03
6364;2005-06-22;56,06
6365;2005-06-21;56,92
6366;2005-06-20;54,30
6367;2005-06-19;54,12
6368;2005-06-18;53,52
6369;2005-06-17;52,00
6370;2005-06-16;54,30
6371;2005-06-15;54,12
6372;2005-06-14;51,98
6373;2005-06-13;51,36
6374;2005-06-12;51,92
6375;2005-06-11;51,62
6376;2005-06-10;52,61
6377;2005-06-09;51,36
6378;2005-06-08;51,92
6379;2005-06-07;51,90
6380;2005-06-06;51,30
6381;2005-06-05;50,46
6382;2005-06-04;49,30
6383;2005-06-03;49,33
6384;2005-06-02;51,30
6385;2005-06-01;50,46
6386;2005-05-31;49,42
6387;2005-05-30;49,71
6388;2005-05-29;49,24
6389;2005-05-28;47,29
6390;2005-05-27;47,28
6391;2005-05-26;49,71
6392;2005-05-25;49,24
6393;2005-05-24;46,91
6394;2005-05-23;46,92
6395;2005-05-22;47,35
6396;2005-05-21;47,31
6397;2005-05-20;46,42
6398;2005-05-19;46,92
6399;2005-05-18;47,35
6400;2005-05-17;46,85
6401;2005-05-16;47,40
6402;2005-05-15;48,91
6403;2005-05-14;50,61
6404;2005-05-13;49,71
6405;2005-05-12;47,40
6406;2005-05-11;48,91
6407;2005-05-10;49,70
6408;2005-05-09;49,81
6409;2005-05-08;50,36
6410;2005-05-07;49,48
6411;2005-05-06;50,89
6412;2005-05-05;49,81
6413;2005-05-04;50,36
6414;2005-05-03;50,61
6415;2005-05-02;50,74
6416;2005-05-01;51,29
6417;2005-04-30;52,47
6418;2005-04-29;53,10
6419;2005-04-28;50,74
6420;2005-04-27;51,29
6421;2005-04-26;53,51
6422;2005-04-25;51,73
6423;2005-04-24;51,53
6424;2005-04-23;50,79
6425;2005-04-22;48,58
6426;2005-04-21;51,73
6427;2005-04-20;51,53
6428;2005-04-19;49,52
6429;2005-04-18;50,21
6430;2005-04-17;49,67
6431;2005-04-16;51,53
6432;2005-04-15;51,21
6433;2005-04-14;50,21
6434;2005-04-13;49,67
6435;2005-04-12;51,83
6436;2005-04-11;52,57
6437;2005-04-10;54,08
6438;2005-04-09;54,53
6439;2005-04-08;55,92
6440;2005-04-07;52,57
6441;2005-04-06;54,08
6442;2005-04-05;54,14
6443;2005-04-04;53,22
6444;2005-04-03;50,63
6445;2005-04-02;51,42
6446;2005-04-01;51,75
6447;2005-03-31;53,22
6448;2005-03-30;50,63
6449;2005-03-29;51,42
6450;2005-03-28;52,35
6451;2005-03-27;51,52
6452;2005-03-26;55,39
6453;2005-03-25;55,79
6454;2005-03-24;52,35
6455;2005-03-23;51,52
6456;2005-03-22;55,97
6457;2005-03-21;56,03
6458;2005-03-20;54,61
6459;2005-03-19;53,97
6460;2005-03-18;53,68
6461;2005-03-17;56,03
6462;2005-03-16;54,61
6463;2005-03-15;53,15
6464;2005-03-14;53,04
6465;2005-03-13;54,11
6466;2005-03-12;53,29
6467;2005-03-11;51,87
6468;2005-03-10;53,04
6469;2005-03-09;54,11
6470;2005-03-08;52,10
6471;2005-03-07;52,89
6472;2005-03-06;51,05
6473;2005-03-05;50,47
6474;2005-03-04;50,13
6475;2005-03-03;52,89
6476;2005-03-02;51,05
6477;2005-03-01;50,05
6478;2005-02-28;49,24
6479;2005-02-27;48,16
6480;2005-02-26;47,60
6481;2005-02-25;46,09
6482;2005-02-24;49,24
6483;2005-02-23;48,16
6484;2005-02-22;45,86
6485;2005-02-21;45,42
6486;2005-02-20;45,42
6487;2005-02-19;44,91
6488;2005-02-18;44,51
6489;2005-02-17;45,42
6490;2005-02-16;45,42
6491;2005-02-15;44,41
6492;2005-02-14;44,04
6493;2005-02-13;42,49
6494;2005-02-12;42,79
6495;2005-02-11;42,70
6496;2005-02-10;44,04
6497;2005-02-09;42,49
6498;2005-02-08;43,26
6499;2005-02-07;43,13
6500;2005-02-06;44,17
6501;2005-02-05;45,12
6502;2005-02-04;44,51
6503;2005-02-03;43,13
6504;2005-02-02;44,17
6505;2005-02-01;44,75
6506;2005-01-31;46,51
6507;2005-01-30;45,94
6508;2005-01-29;46,14
6509;2005-01-28;45,74
6510;2005-01-27;46,51
6511;2005-01-26;45,94
6512;2005-01-25;45,88
6513;2005-01-24;44,06
6514;2005-01-23;45,16
6515;2005-01-22;45,18
6516;2005-01-21;45,10
6517;2005-01-20;44,06
6518;2005-01-19;45,16
6519;2005-01-18;45,26
6520;2005-01-17;45,76
6521;2005-01-16;43,75
6522;2005-01-15;43,45
6523;2005-01-14;44,71
6524;2005-01-13;45,76
6525;2005-01-12;43,75
6526;2005-01-11;43,28
6527;2005-01-10;43,25
6528;2005-01-09;41,00
6529;2005-01-08;40,75
6530;2005-01-07;43,28
6531;2005-01-06;43,25
6532;2005-01-05;41,00
6533;2005-01-04;40,38
6534;2005-01-03;39,80
6535;2005-01-02;38,93
6536;2005-01-01;40,24
6537;2004-12-31;39,60
6538;2004-12-30;39,80
6539;2004-12-29;38,93
6540;2004-12-28;39,60
6541;2004-12-27;40,29
6542;2004-12-26;40,44
6543;2004-12-25;42,76
6544;2004-12-24;42,67
6545;2004-12-23;40,29
6546;2004-12-22;40,44
6547;2004-12-21;43,06
6548;2004-12-20;41,49
6549;2004-12-19;41,53
6550;2004-12-18;37,03
6551;2004-12-17;36,77
6552;2004-12-16;41,49
6553;2004-12-15;41,53
6554;2004-12-14;37,24
6555;2004-12-13;38,33
6556;2004-12-12;36,90
6557;2004-12-11;37,11
6558;2004-12-10;38,43
6559;2004-12-09;38,33
6560;2004-12-08;36,90
6561;2004-12-07;38,57
6562;2004-12-06;38,49
6563;2004-12-05;41,19
6564;2004-12-04;44,23
6565;2004-12-03;44,05
6566;2004-12-02;38,49
6567;2004-12-01;41,19
6568;2004-11-30;42,87
6569;2004-11-29;43,12
6570;2004-11-28;42,62
6571;2004-11-27;43,03
6572;2004-11-26;42,26
6573;2004-11-25;43,12
6574;2004-11-24;42,62
6575;2004-11-23;42,29
6576;2004-11-22;40,80
6577;2004-11-21;40,27
6578;2004-11-20;40,48
6579;2004-11-19;39,32
6580;2004-11-18;40,80
6581;2004-11-17;40,27
6582;2004-11-16;41,33
6583;2004-11-15;42,22
6584;2004-11-14;42,57
6585;2004-11-13;43,27
6586;2004-11-12;44,78
6587;2004-11-11;42,22
6588;2004-11-10;42,57
6589;2004-11-09;44,37
6590;2004-11-08;45,32
6591;2004-11-07;46,14
6592;2004-11-06;46,25
6593;2004-11-05;46,84
6594;2004-11-04;45,32
6595;2004-11-03;46,14
6596;2004-11-02;48,16
6597;2004-11-01;48,88
6598;2004-10-31;49,99
6599;2004-10-30;52,04
6600;2004-10-29;51,68
6601;2004-10-28;48,88
6602;2004-10-27;49,99
6603;2004-10-26;52,28
6604;2004-10-25;51,06
6605;2004-10-24;50,78
6606;2004-10-23;49,21
6607;2004-10-22;49,16
6608;2004-10-21;51,06
6609;2004-10-20;50,78
6610;2004-10-19;51,02
6611;2004-10-18;51,31
6612;2004-10-17;50,42
6613;2004-10-16;51,28
6614;2004-10-15;50,75
6615;2004-10-14;51,31
6616;2004-10-13;50,42
6617;2004-10-12;49,41
6618;2004-10-11;48,98
6619;2004-10-10;47,95
6620;2004-10-09;47,10
6621;2004-10-08;46,99
6622;2004-10-07;48,98
6623;2004-10-06;47,95
6624;2004-10-05;46,86
6625;2004-10-04;47,76
6626;2004-10-03;46,54
6627;2004-10-02;47,52
6628;2004-10-01;46,87
6629;2004-09-30;47,76
6630;2004-09-29;46,54
6631;2004-09-28;46,13
6632;2004-09-27;46,53
6633;2004-09-26;45,66
6634;2004-09-25;44,56
6635;2004-09-24;43,60
6636;2004-09-23;46,53
6637;2004-09-22;45,66
6638;2004-09-21;43,08
6639;2004-09-20;40,68
6640;2004-09-19;42,03
6641;2004-09-18;41,34
6642;2004-09-17;40,63
6643;2004-09-16;40,68
6644;2004-09-15;42,03
6645;2004-09-14;41,03
6646;2004-09-13;41,45
6647;2004-09-12;39,91
6648;2004-09-11;40,19
6649;2004-09-10;40,40
6650;2004-09-09;41,45
6651;2004-09-08;39,91
6652;2004-09-07;41,07
6653;2004-09-06;42,39
6654;2004-09-05;40,96
6655;2004-09-04;39,80
6656;2004-09-03;40,78
6657;2004-09-02;42,39
6658;2004-09-01;40,96
6659;2004-08-31;40,72
6660;2004-08-30;40,65
6661;2004-08-29;42,39
6662;2004-08-28;42,99
6663;2004-08-27;44,39
6664;2004-08-26;40,65
6665;2004-08-25;42,39
6666;2004-08-24;45,46
6667;2004-08-23;44,84
6668;2004-08-22;44,12
6669;2004-08-21;44,05
6670;2004-08-20;44,35
6671;2004-08-19;44,84
6672;2004-08-18;44,12
6673;2004-08-17;44,13
6674;2004-08-16;43,50
6675;2004-08-15;42,45
6676;2004-08-14;42,50
6677;2004-08-13;43,21
6678;2004-08-12;43,50
6679;2004-08-11;42,45
6680;2004-08-10;42,63
6681;2004-08-09;42,49
6682;2004-08-08;41,75
6683;2004-08-07;41,82
6684;2004-08-06;41,35
6685;2004-08-05;42,49
6686;2004-08-04;41,75
6687;2004-08-03;41,47
6688;2004-08-02;40,93
6689;2004-08-01;41,08
6690;2004-07-31;40,09
6691;2004-07-30;39,75
6692;2004-07-29;40,93
6693;2004-07-28;41,08
6694;2004-07-27;39,59
6695;2004-07-26;39,16
6696;2004-07-25;38,48
6697;2004-07-24;38,96
6698;2004-07-23;39,07
6699;2004-07-22;39,16
6700;2004-07-21;38,48
6701;2004-07-20;38,49
6702;2004-07-19;38,41
6703;2004-07-18;37,51
6704;2004-07-17;36,68
6705;2004-07-16;37,73
6706;2004-07-15;38,41
6707;2004-07-14;37,51
6708;2004-07-13;37,58
6709;2004-07-12;37,13
6710;2004-07-11;35,62
6711;2004-07-10;36,47
6712;2004-07-09;35,73
6713;2004-07-08;37,13
6714;2004-07-07;35,62
6715;2004-07-06;35,36
6716;2004-07-05;35,58
6717;2004-07-04;33,22
6718;2004-07-03;32,61
6719;2004-07-02;33,24
6720;2004-07-01;35,58
6721;2004-06-30;33,22
6722;2004-06-29;34,25
6723;2004-06-28;34,71
6724;2004-06-27;34,81
6725;2004-06-26;34,95
6726;2004-06-25;34,82
6727;2004-06-24;34,71
6728;2004-06-23;34,81
6729;2004-06-22;35,43
6730;2004-06-21;35,58
6731;2004-06-20;34,56
6732;2004-06-19;34,66
6733;2004-06-18;35,22
6734;2004-06-17;35,58
6735;2004-06-16;34,56
6736;2004-06-15;35,23
6737;2004-06-14;35,75
6738;2004-06-13;34,69
6739;2004-06-12;35,47
6740;2004-06-11;35,57
6741;2004-06-10;35,75
6742;2004-06-09;34,69
6743;2004-06-08;35,97
6744;2004-06-07;36,26
6745;2004-06-06;37,99
6746;2004-06-05;39,05
6747;2004-06-04;37,00
6748;2004-06-03;36,26
6749;2004-06-02;37,99
6750;2004-06-01;37,00
6751;2004-05-31;37,03
6752;2004-05-30;38,05
6753;2004-05-29;38,46
6754;2004-05-28;39,22
6755;2004-05-27;37,03
6756;2004-05-26;38,05
6757;2004-05-25;37,60
6758;2004-05-24;38,89
6759;2004-05-23;38,35
6760;2004-05-22;38,43
6761;2004-05-21;38,88
6762;2004-05-20;38,89
6763;2004-05-19;38,35
6764;2004-05-18;39,04
6765;2004-05-17;38,30
6766;2004-05-16;37,95
6767;2004-05-15;36,97
6768;2004-05-14;35,83
6769;2004-05-13;38,30
6770;2004-05-12;37,95
6771;2004-05-11;37,25
6772;2004-05-10;37,05
6773;2004-05-09;36,58
6774;2004-05-08;36,07
6775;2004-05-07;34,97
6776;2004-05-06;37,05
6777;2004-05-05;36,58
6778;2004-05-04;35,23
6779;2004-05-03;34,66
6780;2004-05-02;35,02
6781;2004-05-01;34,11
6782;2004-04-30;34,18
6783;2004-04-29;34,66
6784;2004-04-28;35,02
6785;2004-04-27;33,78
6786;2004-04-26;33,24
6787;2004-04-25;33,23
6788;2004-04-24;33,56
6789;2004-04-23;34,71
6790;2004-04-22;33,24
6791;2004-04-21;33,23
6792;2004-04-20;33,85
6793;2004-04-19;33,72
6794;2004-04-18;33,54
6795;2004-04-17;34,15
6796;2004-04-16;34,51
6797;2004-04-15;33,72
6798;2004-04-14;33,54
6799;2004-04-13;34,03
6800;2004-04-12;33,98
6801;2004-04-11;33,07
6802;2004-04-10;31,48
6803;2004-04-09;31,17
6804;2004-04-08;33,98
6805;2004-04-07;33,07
6806;2004-04-06;31,19
6807;2004-04-05;32,59
6808;2004-04-04;32,29
6809;2004-04-03;33,04
6810;2004-04-02;32,04
6811;2004-04-01;32,59
6812;2004-03-31;32,29
6813;2004-03-30;32,51
6814;2004-03-29;33,32
6815;2004-03-28;34,14
6816;2004-03-27;34,40
6817;2004-03-26;33,57
6818;2004-03-25;33,32
6819;2004-03-24;34,14
6820;2004-03-23;34,33
6821;2004-03-22;34,43
6822;2004-03-21;34,95
6823;2004-03-20;34,72
6824;2004-03-19;34,39
6825;2004-03-18;34,43
6826;2004-03-17;34,95
6827;2004-03-16;32,76
6828;2004-03-15;33,22
6829;2004-03-14;32,83
6830;2004-03-13;33,72
6831;2004-03-12;34,27
6832;2004-03-11;33,22
6833;2004-03-10;32,83
6834;2004-03-09;34,40
6835;2004-03-08;33,45
6836;2004-03-07;33,32
6837;2004-03-06;34,15
6838;2004-03-05;33,34
6839;2004-03-04;33,45
6840;2004-03-03;33,32
6841;2004-03-02;32,94
6842;2004-03-01;32,45
6843;2004-02-29;32,46
6844;2004-02-28;31,60
6845;2004-02-27;31,89
6846;2004-02-26;32,45
6847;2004-02-25;32,46
6848;2004-02-24;31,22
6849;2004-02-23;31,63
6850;2004-02-22;31,57
6851;2004-02-21;31,43
6852;2004-02-20;31,08
6853;2004-02-19;31,63
6854;2004-02-18;31,57
6855;2004-02-17;30,96
6856;2004-02-16;30,17
6857;2004-02-15;30,33
6858;2004-02-14;30,06
6859;2004-02-13;29,10
6860;2004-02-12;30,17
6861;2004-02-11;30,33
6862;2004-02-10;29,26
6863;2004-02-09;29,02
6864;2004-02-08;29,63
6865;2004-02-07;30,07
